roll,pitch,yaw,alt,lat,lon,spd,vbat,rssi,timestamp,datetime
0,0,0,0,0,0,0,0,0,1780714780.1287024,2026-06-05T23:59:40.128702
0,0,0,0,0,0,0,0,0,1780714780.1434855,2026-06-05T23:59:40.143486
0,0,0,0,0,0,0,0,0,1780714780.184359,2026-06-05T23:59:40.184359
0,0,0,0,0,0,0,0,0,1780714780.206264,2026-06-05T23:59:40.206264
0,0,0,0,0,0,0,0,0,1780714780.2264843,2026-06-05T23:59:40.226484
0,0,0,0,0,0,0,0,0,1780714780.244454,2026-06-05T23:59:40.244454
0,0,0,0,0,0,0,0,0,1780714780.2821617,2026-06-05T23:59:40.282162
0,0,0,0,0,0,0,0,0,1780714780.3025155,2026-06-05T23:59:40.302516
0,0,0,0,0,0,0,0,0,1780714780.323483,2026-06-05T23:59:40.323483
0,0,0,0,0,0,0,0,0,1780714780.344491,2026-06-05T23:59:40.344491
0,0,0,0,0,0,0,0,0,1780714780.3829567,2026-06-05T23:59:40.382957
0,0,0,0,0,0,0,0,0,1780714780.4029355,2026-06-05T23:59:40.402936
0,0,0,0,0,0,0,0,0,1780714780.422535,2026-06-05T23:59:40.422535
0,0,0,0,0,0,0,0,0,1780714780.445467,2026-06-05T23:59:40.445467
0,0,0,0,0,0,0,0,0,1780714780.4644415,2026-06-05T23:59:40.464442
0,0,0,0,0,0,0,0,0,1780714780.4834905,2026-06-05T23:59:40.483490
0,0,0,0,0,0,0,0,0,1780714780.5026286,2026-06-05T23:59:40.502629
0,0,0,0,0,0,0,0,0,1780714780.5235176,2026-06-05T23:59:40.523518
0,0,0,0,0,0,0,0,0,1780714780.5434494,2026-06-05T23:59:40.543449
0,0,0,0,0,0,0,0,0,1780714780.583485,2026-06-05T23:59:40.583485
0,0,0,0,0,0,0,0,0,1780714780.6084855,2026-06-05T23:59:40.608485
0,0,0,0,0,0,0,0,0,1780714780.622773,2026-06-05T23:59:40.622773
0,0,0,0,0,0,0,0,0,1780714780.643466,2026-06-05T23:59:40.643466
0,0,0,0,0,0,0,0,0,1780714780.6634498,2026-06-05T23:59:40.663450
0,0,0,0,0,0,0,0,0,1780714780.683499,2026-06-05T23:59:40.683499
0,0,0,0,0,0,0,0,0,1780714780.702524,2026-06-05T23:59:40.702524
0,0,0,0,0,0,0,0,0,1780714780.723861,2026-06-05T23:59:40.723861
0,0,0,0,0,0,0,0,0,1780714780.744452,2026-06-05T23:59:40.744452
0,0,0,0,0,0,0,0,0,1780714780.7830575,2026-06-05T23:59:40.783057
0,0,0,0,0,0,0,0,0,1780714780.8025541,2026-06-05T23:59:40.802554
0,0,0,0,0,0,0,0,0,1780714780.8262515,2026-06-05T23:59:40.826252
0,0,0,0,0,0,0,0,0,1780714780.844494,2026-06-05T23:59:40.844494
0,0,0,0,0,0,0,0,0,1780714780.863483,2026-06-05T23:59:40.863483
0,0,0,0,0,0,0,0,0,1780714780.883488,2026-06-05T23:59:40.883488
0,0,0,0,0,0,0,0,0,1780714780.9028666,2026-06-05T23:59:40.902867
0,0,0,0,0,0,0,0,0,1780714780.9228277,2026-06-05T23:59:40.922828
0,0,0,0,0,0,0,0,0,1780714780.9434817,2026-06-05T23:59:40.943482
0,0,0,0,0,0,0,0,0,1780714780.9634962,2026-06-05T23:59:40.963496
0,0,0,0,0,0,0,0,0,1780714780.9856505,2026-06-05T23:59:40.985651
0,0,0,0,0,0,0,0,0,1780714781.0065305,2026-06-05T23:59:41.006531
0,0,0,0,0,0,0,0,0,1780714781.023497,2026-06-05T23:59:41.023497
0,0,0,0,0,0,0,0,0,1780714781.048481,2026-06-05T23:59:41.048481
