type,roll,pitch,yaw,alt,lat,lon,spd,vbat,rssi,datetime
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:25.903005
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.143538
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.144533
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.152509
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.152509
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.152509
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.152509
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.152509
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.152509
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.152509
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.152509
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.152509
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.152509
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.152509
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.153505
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.162014
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.181530
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.204723
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.222754
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.241719
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.261039
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.284736
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.307192
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.320992
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.341843
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.362814
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.382905
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.404739
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.424926
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.441650
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.464341
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.481467
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.505089
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.524763
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.541896
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.560941
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.584124
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.604234
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.624439
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.644984
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.661825
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.681372
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.706969
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.724929
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.745448
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.764824
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.782967
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.804993
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.821954
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.841297
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.861851
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.881923
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.903591
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.921943
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.941801
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.961424
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:26.984770
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:27.007590
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:27.022370
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:27.042921
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:27.062400
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:27.081093
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:27.106092
telemetry,0,0,0,0,0,0,0,0,0,2026-06-06T00:05:27.120979
